Targa,Scadenza,Data_pagamento,Primo_Avviso,Secondo_Avviso,Bollo,Mora,Interessi
"GF385FV","02/28/42 00:00:00",,,,1,,
"GF385FV","06/30/42 00:00:00",,,,1,,
"HA396DN","05/31/25 00:00:00","11/18/25 00:00:00",,,1,,
"HA396DN","05/31/26 00:00:00",,,,1,,
"HA396DN","05/31/27 00:00:00",,,,1,,
"HA396DN","05/31/28 00:00:00",,,,1,,
"HA396DN","05/31/29 00:00:00",,,,1,,
"HA396DN","05/31/30 00:00:00",,,,1,,
"HA396DN","05/31/31 00:00:00",,,,1,,
"HA396DN","05/31/32 00:00:00",,,,1,,
"HA396DN","05/31/33 00:00:00",,,,1,,
"HA396DN","05/31/34 00:00:00",,,,1,,
"HA396DN","05/31/35 00:00:00",,,,1,,
"HA396DN","05/31/36 00:00:00",,,,1,,
"HA396DN","05/31/37 00:00:00",,,,1,,
"HA396DN","05/31/38 00:00:00",,,,1,,
"HA396DN","05/31/39 00:00:00",,,,1,,
"HA396DN","05/31/40 00:00:00",,,,1,,
"HA396DN","05/31/41 00:00:00",,,,1,,
"HA396DN","05/31/42 00:00:00",,,,1,,
"HA396DN","05/31/43 00:00:00",,,,1,,
"HA396DN","05/31/44 00:00:00",,,,1,,
"HA396DN","05/31/45 00:00:00",,,,1,,
"HA396DN","05/31/46 00:00:00",,,,1,,
"HA396DN","05/31/47 00:00:00",,,,1,,
"HA396DN","05/31/48 00:00:00",,,,1,,
"HA396DN","05/31/49 00:00:00",,,,1,,
"HA396DN","05/31/50 00:00:00",,,,1,,
"HA396DN","05/31/51 00:00:00",,,,1,,
"HA396DN","05/31/52 00:00:00",,,,1,,
"HA396DN","05/31/53 00:00:00",,,,1,,
"FN389WD","04/30/68 00:00:00",,,,56.64,,
"GH729MB","04/30/22 00:00:00","06/21/22 00:00:00",,,1,,
"GH729MB","04/30/23 00:00:00","05/16/23 00:00:00",,,1,,
"GH729MB","04/30/24 00:00:00","05/20/24 00:00:00",,,1,,
"GH729MB","04/30/25 00:00:00","05/16/25 00:00:00",,,1,,
"GH729MB","04/30/26 00:00:00",,,,1,,
"GH729MB","04/30/27 00:00:00",,,,1,,
"GH729MB","04/30/28 00:00:00",,,,1,,
"GH729MB","04/30/29 00:00:00",,,,1,,
"GH729MB","04/30/30 00:00:00",,,,1,,
"GH729MB","04/30/31 00:00:00",,,,1,,
"GH729MB","04/30/32 00:00:00",,,,1,,
"GH729MB","04/30/33 00:00:00",,,,1,,
"GJ440BR","12/31/22 00:00:00","01/26/23 00:00:00",,,1,,
"GJ440BR","04/30/23 00:00:00","05/26/23 00:00:00",,,1,,
"GJ440BR","08/31/23 00:00:00","09/26/23 00:00:00",,,1,,
"GJ440BR","12/31/23 00:00:00","01/24/24 00:00:00",,,1,,
"GJ440BR","04/30/24 00:00:00","05/22/24 00:00:00",,,1,,
"GJ440BR","08/31/24 00:00:00","09/25/24 00:00:00",,,1,,
"GJ440BR","12/31/24 00:00:00","01/27/25 00:00:00",,,1,,
"GJ440BR","04/30/25 00:00:00","06/03/25 00:00:00",,,1,,
"GJ440BR","08/31/25 00:00:00","09/29/25 00:00:00",,,1,,
"GJ440BR","12/31/25 00:00:00","01/22/26 00:00:00",,,1,,
"GJ440BR","04/30/26 00:00:00",,,,1,,
"GJ440BR","08/31/26 00:00:00",,,,1,,
"GJ440BR","12/31/26 00:00:00",,,,1,,
"GJ440BR","04/30/27 00:00:00",,,,1,,
"GJ440BR","08/31/27 00:00:00",,,,1,,
"GJ440BR","12/31/27 00:00:00",,,,1,,
"GJ440BR","04/30/28 00:00:00",,,,1,,
"GJ440BR","08/31/28 00:00:00",,,,1,,
"GJ440BR","12/31/28 00:00:00",,,,1,,
"GJ440BR","04/30/29 00:00:00",,,,1,,
"GJ440BR","08/31/29 00:00:00",,,,1,,
"GJ440BR","12/31/29 00:00:00",,,,1,,
"GJ440BR","04/30/30 00:00:00",,,,1,,
"GJ440BR","08/31/30 00:00:00",,,,1,,
"GJ440BR","12/31/30 00:00:00",,,,1,,
"GJ440BR","04/30/31 00:00:00",,,,1,,
"GP010CP","12/31/33 00:00:00",,,,1,,
"GP010CP","04/30/34 00:00:00",,,,1,,
"GP010CP","08/31/34 00:00:00",,,,1,,
"GP010CP","12/31/34 00:00:00",,,,1,,
"GP010CP","04/30/35 00:00:00",,,,1,,
"GP010CP","08/31/35 00:00:00",,,,1,,
"GP010CP","12/31/35 00:00:00",,,,1,,
"GP010CP","04/30/36 00:00:00",,,,1,,
"GP010CP","08/31/36 00:00:00",,,,1,,
"GS279GJ","12/31/34 00:00:00",,,,1,,
"GS279GJ","04/30/35 00:00:00",,,,1,,
"GS279GJ","08/31/35 00:00:00",,,,1,,
"GS279GJ","12/31/35 00:00:00",,,,1,,
"FJ137CF","11/30/18 00:00:00","12/19/18 00:00:00",,,235.63,,
"FJ137CF","03/31/19 00:00:00","04/05/19 00:00:00","05/02/19 00:00:00","04/05/19 00:00:00",235.63,,
"FJ137CF","07/31/19 00:00:00","08/08/19 00:00:00","08/01/19 00:00:00",,235.63,,
"FJ137CF","11/30/19 00:00:00","12/19/19 00:00:00",,,235.63,,
"FJ137CF","03/31/20 00:00:00","04/21/20 00:00:00",,,235.63,,
"FJ137CF","07/31/20 00:00:00","08/06/20 00:00:00","08/03/20 00:00:00",,235.63,,
"FJ137CF","11/30/20 00:00:00","12/10/20 00:00:00",,,235.63,,
"FJ137CF","03/31/21 00:00:00","04/19/21 00:00:00",,,235.63,,
"FJ137CF","07/31/21 00:00:00","08/23/21 00:00:00",,,235.63,,
"FJ137CF","11/30/21 00:00:00","12/16/21 00:00:00",,,235.63,,
"FJ137CF","03/31/22 00:00:00","04/08/22 00:00:00",,,235.63,,
"FJ137CF","07/31/22 00:00:00","08/23/22 00:00:00",,,235.63,,
"FJ137CF","11/30/22 00:00:00","12/20/22 00:00:00",,,235.63,,
"FJ137CF","03/31/23 00:00:00","04/17/23 00:00:00",,,235.63,,
"FJ137CF","07/31/23 00:00:00","08/24/23 00:00:00",,,235.63,,
"FJ137CF","11/30/23 00:00:00","12/13/23 00:00:00",,,235.63,,
"FJ137CF","03/31/24 00:00:00","04/15/24 00:00:00",,,235.63,,
"FJ137CF","07/31/24 00:00:00","08/07/24 00:00:00",,,235.63,,
"FJ137CF","11/30/24 00:00:00","12/09/24 00:00:00",,,235.63,,
"FJ137CF","03/31/25 00:00:00","04/10/25 00:00:00",,,235.63,,
"FJ137CF","07/31/25 00:00:00","08/01/25 00:00:00",,,235.63,,
"FJ137CF","11/30/25 00:00:00","12/09/25 00:00:00",,,235.63,,
"FJ137CF","03/31/26 00:00:00",,,,235.63,,
"FJ137CF","07/31/26 00:00:00",,,,235.63,,
"FJ137CF","11/30/26 00:00:00",,,,235.63,,
"FJ137CF","03/31/27 00:00:00",,,,235.63,,
"FJ137CF","07/31/27 00:00:00",,,,235.63,,
"FJ137CF","11/30/27 00:00:00",,,,235.63,,
"FJ137CF","03/31/28 00:00:00",,,,235.63,,
"FJ137CF","07/31/28 00:00:00",,,,235.63,,
"FJ137CF","11/30/28 00:00:00",,,,235.63,,
"FJ137CF","03/31/29 00:00:00",,,,235.63,,
"FJ137CF","07/31/29 00:00:00",,,,235.63,,
"FJ137CF","11/30/29 00:00:00",,,,235.63,,
"FJ137CF","03/31/30 00:00:00",,,,235.63,,
"FJ137CF","07/31/30 00:00:00",,,,235.63,,
"FJ137CF","11/30/30 00:00:00",,,,235.63,,
"FJ137CF","03/31/31 00:00:00",,,,235.63,,
"FJ137CF","07/31/31 00:00:00",,,,235.63,,
"FJ137CF","11/30/31 00:00:00",,,,235.63,,
"FJ137CF","03/31/32 00:00:00",,,,235.63,,
"FJ137CF","07/31/32 00:00:00",,,,235.63,,
"FJ137CF","11/30/32 00:00:00",,,,235.63,,
"FJ137CF","03/31/33 00:00:00",,,,235.63,,
"FJ137CF","07/31/33 00:00:00",,,,235.63,,
"FJ137CF","11/30/33 00:00:00",,,,235.63,,
"FJ137CF","03/31/34 00:00:00",,,,235.63,,
"FJ137CF","07/31/34 00:00:00",,,,235.63,,
"FJ137CF","11/30/34 00:00:00",,,,235.63,,
"FJ137CF","03/31/35 00:00:00",,,,235.63,,
"GS279GJ","04/30/36 00:00:00",,,,1,,
"GS279GJ","08/31/36 00:00:00",,,,1,,
"GS279GJ","12/31/36 00:00:00",,,,1,,
"GS279GJ","04/30/37 00:00:00",,,,1,,
"GS279GJ","08/31/37 00:00:00",,,,1,,
"GS279GJ","12/31/37 00:00:00",,,,1,,
"AS57007","01/31/69 00:00:00",,,,1,,
"GH729MB","04/30/34 00:00:00",,,,1,,
"GH729MB","04/30/35 00:00:00",,,,1,,
"GH729MB","04/30/36 00:00:00",,,,1,,
"GH729MB","04/30/37 00:00:00",,,,1,,
"GH729MB","04/30/38 00:00:00",,,,1,,
"GH729MB","04/30/39 00:00:00",,,,1,,
"GH729MB","04/30/40 00:00:00",,,,1,,
"GH729MB","04/30/41 00:00:00",,,,1,,
"GH729MB","04/30/42 00:00:00",,,,1,,
"GH729MB","04/30/43 00:00:00",,,,1,,
"GH729MB","04/30/44 00:00:00",,,,1,,
"GH729MB","04/30/45 00:00:00",,,,1,,
"GH729MB","04/30/46 00:00:00",,,,1,,
"GH729MB","04/30/47 00:00:00",,,,1,,
"GH729MB","04/30/48 00:00:00",,,,1,,
"GH729MB","04/30/49 00:00:00",,,,1,,
"GH729MB","04/30/50 00:00:00",,,,1,,
"GH729MB","04/30/51 00:00:00",,,,1,,
"GH729MB","04/30/52 00:00:00",,,,1,,
"GH729MB","04/30/53 00:00:00",,,,1,,
"GH729MB","04/30/54 00:00:00",,,,1,,
"GH729MB","04/30/55 00:00:00",,,,1,,
"GH729MB","04/30/56 00:00:00",,,,1,,
"GH729MB","04/30/57 00:00:00",,,,1,,
"GH729MB","04/30/58 00:00:00",,,,1,,
"GH729MB","04/30/59 00:00:00",,,,1,,
"GH729MB","04/30/60 00:00:00",,,,1,,
"GH729MB","04/30/61 00:00:00",,,,1,,
"GH729MB","04/30/62 00:00:00",,,,1,,
"GH729MB","04/30/63 00:00:00",,,,1,,
"GH729MB","04/30/64 00:00:00",,,,1,,
"GH729MB","04/30/65 00:00:00",,,,1,,
"GH729MB","04/30/66 00:00:00",,,,1,,
"GH729MB","04/30/67 00:00:00",,,,1,,
"GH729MB","04/30/68 00:00:00",,,,1,,
"GH729MB","04/30/69 00:00:00",,,,1,,
"GH729MB","04/30/70 00:00:00",,,,1,,
"GH729MB","04/30/71 00:00:00",,,,1,,
"GH729MB","04/30/72 00:00:00",,,,1,,
"X0P84760","12/31/22 00:00:00","01/20/23 00:00:00",,,1,,
"GJ440BR","08/31/31 00:00:00",,,,1,,
"GJ440BR","12/31/31 00:00:00",,,,1,,
"GJ440BR","04/30/32 00:00:00",,,,1,,
"GJ440BR","08/31/32 00:00:00",,,,1,,
"GJ440BR","12/31/32 00:00:00",,,,1,,
"GJ440BR","04/30/33 00:00:00",,,,1,,
"GJ440BR","08/31/33 00:00:00",,,,1,,
"GJ440BR","12/31/33 00:00:00",,,,1,,
"GJ440BR","04/30/34 00:00:00",,,,1,,
"GJ440BR","08/31/34 00:00:00",,,,1,,
"GJ440BR","12/31/34 00:00:00",,,,1,,
"XA916RG","12/31/23 00:00:00","01/15/24 00:00:00",,,1,,
"X0P84760","12/31/23 00:00:00","03/01/24 00:00:00",,,1,,
"X0P84760","12/31/24 00:00:00","02/03/25 00:00:00",,,1,,
"DR783GR","08/31/67 00:00:00",,,,1,,
"DR783GR","08/31/68 00:00:00",,,,1,,
"DR783GR","08/31/69 00:00:00",,,,1,,
"DR783GR","08/31/70 00:00:00",,,,1,,
"DR783GR","08/31/71 00:00:00",,,,1,,
"DR783GR","08/31/72 00:00:00",,,,1,,
"DR783GR","08/31/73 00:00:00",,,,1,,
"DR783GR","08/31/74 00:00:00",,,,1,,
"DR783GR","08/31/75 00:00:00",,,,1,,
"GX900AE","12/31/24 00:00:00","02/10/25 00:00:00",,,1,,
"GX900AE","12/31/25 00:00:00","01/13/26 00:00:00",,,1,,
"GX900AE","12/31/26 00:00:00",,,,1,,
"GX900AE","12/31/27 00:00:00",,,,1,,
"GX900AE","12/31/28 00:00:00",,,,1,,
"GX900AE","12/31/29 00:00:00",,,,1,,
"GX900AE","12/31/30 00:00:00",,,,1,,
"GX900AE","12/31/31 00:00:00",,,,1,,
"GX900AE","12/31/32 00:00:00",,,,1,,
"GX900AE","12/31/33 00:00:00",,,,1,,
"GX900AE","12/31/34 00:00:00",,,,1,,
"GX900AE","12/31/35 00:00:00",,,,1,,
"GX900AE","12/31/36 00:00:00",,,,1,,
"GX900AE","12/31/37 00:00:00",,,,1,,
"GX900AE","12/31/38 00:00:00",,,,1,,
"GX900AE","12/31/39 00:00:00",,,,1,,
"GX900AE","12/31/40 00:00:00",,,,1,,
"GX900AE","12/31/41 00:00:00",,,,1,,
"GX900AE","12/31/42 00:00:00",,,,1,,
"GX900AE","12/31/43 00:00:00",,,,1,,
"GX900AE","12/31/44 00:00:00",,,,1,,
"GX900AE","12/31/45 00:00:00",,,,1,,
"GX900AE","12/31/46 00:00:00",,,,1,,
"GX900AE","12/31/47 00:00:00",,,,1,,
"GX900AE","12/31/48 00:00:00",,,,1,,
"GX900AE","12/31/49 00:00:00",,,,1,,
"GX900AE","12/31/50 00:00:00",,,,1,,
"HA396DN","05/31/54 00:00:00",,,,1,,
"HA396DN","05/31/55 00:00:00",,,,1,,
"HA396DN","05/31/56 00:00:00",,,,1,,
"HA396DN","05/31/57 00:00:00",,,,1,,
"HA396DN","05/31/58 00:00:00",,,,1,,
"HA396DN","05/31/59 00:00:00",,,,1,,
"HA396DN","05/31/60 00:00:00",,,,1,,
"HA396DN","05/31/61 00:00:00",,,,1,,
"HA396DN","05/31/62 00:00:00",,,,1,,
"HA396DN","05/31/63 00:00:00",,,,1,,
"HA396DN","05/31/64 00:00:00",,,,1,,
"HA396DN","05/31/65 00:00:00",,,,1,,
"HA396DN","05/31/66 00:00:00",,,,1,,
"HA396DN","05/31/67 00:00:00",,,,1,,
"HA396DN","05/31/68 00:00:00",,,,1,,
"HA396DN","05/31/69 00:00:00",,,,1,,
"HA396DN","05/31/70 00:00:00",,,,1,,
"HA396DN","05/31/71 00:00:00",,,,1,,
"HA396DN","05/31/72 00:00:00",,,,1,,
"X0P84760","12/31/25 00:00:00",,,,1,,
"X0P84760","12/31/26 00:00:00",,,,1,,
"X0P84760","12/31/27 00:00:00",,,,1,,
"X0P84760","12/31/28 00:00:00",,,,1,,
"X0P84760","12/31/29 00:00:00",,,,1,,
"X0P84760","12/31/30 00:00:00",,,,1,,
"X0P84760","12/31/31 00:00:00",,,,1,,
"X0P84760","12/31/32 00:00:00",,,,1,,
"X0P84760","12/31/33 00:00:00",,,,1,,
"X0P84760","12/31/34 00:00:00",,,,1,,
"X0P84760","12/31/35 00:00:00",,,,1,,
"X0P84760","12/31/36 00:00:00",,,,1,,
"X0P84760","12/31/37 00:00:00",,,,1,,
"X0P84760","12/31/38 00:00:00",,,,1,,
"X0P84760","12/31/39 00:00:00",,,,1,,
"X0P84760","12/31/40 00:00:00",,,,1,,
"X0P84760","12/31/41 00:00:00",,,,1,,
"X0P84760","12/31/42 00:00:00",,,,1,,
"X0P84760","12/31/43 00:00:00",,,,1,,
"X0P84760","12/31/44 00:00:00",,,,1,,
"X0P84760","12/31/45 00:00:00",,,,1,,
"X0P84760","12/31/46 00:00:00",,,,1,,
"GS174GJ","11/30/40 00:00:00",,,,1,,
"GS175GJ","03/31/24 00:00:00","07/12/24 00:00:00",,,1,,
"GS175GJ","07/31/24 00:00:00","10/23/24 00:00:00",,,1,,
"GS175GJ","11/30/24 00:00:00","12/17/24 00:00:00",,,1,,
"GS175GJ","03/31/25 00:00:00","04/29/25 00:00:00",,,1,,
"GS175GJ","07/31/25 00:00:00","08/06/25 00:00:00",,,1,,
"GS175GJ","11/30/25 00:00:00","01/07/26 00:00:00",,,1,,
"GS175GJ","03/31/26 00:00:00",,,,1,,
"GS175GJ","07/31/26 00:00:00",,,,1,,
"GS175GJ","11/30/26 00:00:00",,,,1,,
"GS175GJ","03/31/27 00:00:00",,,,1,,
"GS175GJ","07/31/27 00:00:00",,,,1,,
"GS175GJ","11/30/27 00:00:00",,,,1,,
"GS175GJ","03/31/28 00:00:00",,,,1,,
"GS175GJ","07/31/28 00:00:00",,,,1,,
"GS175GJ","11/30/28 00:00:00",,,,1,,
"GS175GJ","03/31/29 00:00:00",,,,1,,
"GS175GJ","07/31/29 00:00:00",,,,1,,
"GS175GJ","11/30/29 00:00:00",,,,1,,
"GS175GJ","03/31/30 00:00:00",,,,1,,
"GS175GJ","07/31/30 00:00:00",,,,1,,
"GS175GJ","11/30/30 00:00:00",,,,1,,
"GS175GJ","03/31/31 00:00:00",,,,1,,
"GS175GJ","07/31/31 00:00:00",,,,1,,
"GS175GJ","11/30/31 00:00:00",,,,1,,
"GS175GJ","03/31/32 00:00:00",,,,1,,
"GS175GJ","07/31/32 00:00:00",,,,1,,
"GS175GJ","11/30/32 00:00:00",,,,1,,
"GS175GJ","03/31/33 00:00:00",,,,1,,
"GS175GJ","07/31/33 00:00:00",,,,1,,
"GS175GJ","11/30/33 00:00:00",,,,1,,
"FN401WD","04/30/18 00:00:00","06/29/18 00:00:00",,,246.31,,
"FN401WD","08/31/18 00:00:00","09/19/18 00:00:00","09/07/18 00:00:00",,246.31,,
"FN401WD","12/31/18 00:00:00","01/15/19 00:00:00","01/07/19 00:00:00","01/08/19 00:00:00",246.31,,
"FN401WD","04/30/19 00:00:00","05/14/19 00:00:00","05/02/19 00:00:00",,246.31,,
"FN401WD","08/31/19 00:00:00","09/12/19 00:00:00","09/03/19 00:00:00",,246.31,,
"FN401WD","12/31/19 00:00:00","01/17/20 00:00:00",,,246.31,,
"FN401WD","04/30/20 00:00:00","05/11/20 00:00:00",,,246.31,,
"FN401WD","08/31/20 00:00:00","09/07/20 00:00:00",,,246.31,,
"X0P84760","12/31/47 00:00:00",,,,1,,
"XA916RG","12/31/24 00:00:00","01/24/25 00:00:00",,,1,,
"XA916RG","12/31/25 00:00:00","01/12/26 00:00:00",,,1,,
"XA916RG","12/31/26 00:00:00",,,,1,,
"XA916RG","12/31/27 00:00:00",,,,1,,
"XA916RG","12/31/28 00:00:00",,,,1,,
"XA916RG","12/31/29 00:00:00",,,,1,,
"XA916RG","12/31/30 00:00:00",,,,1,,
"XA916RG","12/31/31 00:00:00",,,,1,,
"XA916RG","12/31/32 00:00:00",,,,1,,
"XA916RG","12/31/33 00:00:00",,,,1,,
"XA916RG","12/31/34 00:00:00",,,,1,,
"XA916RG","12/31/35 00:00:00",,,,1,,
"XA916RG","12/31/36 00:00:00",,,,1,,
"XA916RG","12/31/37 00:00:00",,,,1,,
"XA916RG","12/31/38 00:00:00",,,,1,,
"XA916RG","12/31/39 00:00:00",,,,1,,
"XA916RG","12/31/40 00:00:00",,,,1,,
"XA916RG","12/31/41 00:00:00",,,,1,,
"XA916RG","12/31/42 00:00:00",,,,1,,
"XA916RG","12/31/43 00:00:00",,,,1,,
"XA916RG","12/31/44 00:00:00",,,,1,,
"XA916RG","12/31/45 00:00:00",,,,1,,
"XA916RG","12/31/46 00:00:00",,,,1,,
"XA916RG","12/31/47 00:00:00",,,,1,,
"XA916RG","12/31/48 00:00:00",,,,1,,
"XA916RG","12/31/49 00:00:00",,,,1,,
"XA916RG","12/31/50 00:00:00",,,,1,,
"XA916RG","12/31/51 00:00:00",,,,1,,
"XA916RG","12/31/52 00:00:00",,,,1,,
"XA916RG","12/31/53 00:00:00",,,,1,,
"XA916RG","12/31/54 00:00:00",,,,1,,
"XA916RG","12/31/55 00:00:00",,,,1,,
"XA916RG","12/31/56 00:00:00",,,,1,,
"XA916RG","12/31/57 00:00:00",,,,1,,
"XA916RG","12/31/58 00:00:00",,,,1,,
"XA916RG","12/31/59 00:00:00",,,,1,,
"XA916RG","12/31/60 00:00:00",,,,1,,
"XA916RG","12/31/61 00:00:00",,,,1,,
"XA916RG","12/31/62 00:00:00",,,,1,,
"XA916RG","12/31/63 00:00:00",,,,1,,
"GX900AE","12/31/51 00:00:00",,,,1,,
"GX900AE","12/31/52 00:00:00",,,,1,,
"GX900AE","12/31/53 00:00:00",,,,1,,
"FL399HC","01/31/23 00:00:00","02/16/23 00:00:00",,,1,,
"FL399HC","05/31/23 00:00:00","06/21/23 00:00:00",,,1,,
"FL399HC","09/30/23 00:00:00","10/10/23 00:00:00",,,1,,
"FL399HC","01/31/24 00:00:00","02/12/24 00:00:00",,,1,,
"FL399HC","05/31/24 00:00:00","06/28/24 00:00:00",,,1,,
"FL399HC","09/30/24 00:00:00","10/10/24 00:00:00",,,1,,
"FL399HC","01/31/25 00:00:00","02/12/25 00:00:00",,,1,,
"FL399HC","05/31/25 00:00:00","06/19/25 00:00:00",,,1,,
"FL399HC","09/30/25 00:00:00","10/09/25 00:00:00",,,1,,
"FL399HC","01/31/26 00:00:00",,,,1,,
"FL399HC","05/31/26 00:00:00",,,,1,,
"FL399HC","09/30/26 00:00:00",,,,1,,
"FL399HC","01/31/27 00:00:00",,,,1,,
"FL399HC","05/31/27 00:00:00",,,,1,,
"FL399HC","09/30/27 00:00:00",,,,1,,
"FL399HC","01/31/28 00:00:00",,,,1,,
"FL399HC","05/31/28 00:00:00",,,,1,,
"FL399HC","09/30/28 00:00:00",,,,1,,
"FL399HC","01/31/29 00:00:00",,,,1,,
"FL399HC","05/31/29 00:00:00",,,,1,,
"FL399HC","09/30/29 00:00:00",,,,1,,
"FL399HC","01/31/30 00:00:00",,,,1,,
"FL399HC","05/31/30 00:00:00",,,,1,,
"FL399HC","09/30/30 00:00:00",,,,1,,
"FL399HC","01/31/31 00:00:00",,,,1,,
"FL399HC","05/31/31 00:00:00",,,,1,,
"FL399HC","09/30/31 00:00:00",,,,1,,
"FL399HC","01/31/32 00:00:00",,,,1,,
"FL399HC","05/31/32 00:00:00",,,,1,,
"X0P84760","12/31/48 00:00:00",,,,1,,
"X0P84760","12/31/49 00:00:00",,,,1,,
"X0P84760","12/31/50 00:00:00",,,,1,,
"X0P84760","12/31/51 00:00:00",,,,1,,
"X0P84760","12/31/52 00:00:00",,,,1,,
"X0P84760","12/31/53 00:00:00",,,,1,,
"X0P84760","12/31/54 00:00:00",,,,1,,
"X0P84760","12/31/55 00:00:00",,,,1,,
"X0P84760","12/31/56 00:00:00",,,,1,,
"X0P84760","12/31/57 00:00:00",,,,1,,
"X0P84760","12/31/58 00:00:00",,,,1,,
"X0P84760","12/31/59 00:00:00",,,,1,,
"X0P84760","12/31/60 00:00:00",,,,1,,
"X0P84760","12/31/61 00:00:00",,,,1,,
"X0P84760","12/31/62 00:00:00",,,,1,,
"X0P84760","12/31/63 00:00:00",,,,1,,
"X0P84760","12/31/64 00:00:00",,,,1,,
"X0P84760","12/31/65 00:00:00",,,,1,,
"X0P84760","12/31/66 00:00:00",,,,1,,
"X0P84760","12/31/67 00:00:00",,,,1,,
"X0P84760","12/31/68 00:00:00",,,,1,,
"X0P84760","12/31/69 00:00:00",,,,1,,
"X0P84760","12/31/70 00:00:00",,,,1,,
"X0P84760","12/31/71 00:00:00",,,,1,,
"X0P84760","12/31/72 00:00:00",,,,1,,
"GX590AE","01/31/25 00:00:00","02/25/25 00:00:00",,,1,,
"GX590AE","05/31/25 00:00:00","06/30/25 00:00:00",,,1,,
"GX590AE","09/30/25 00:00:00","10/29/25 00:00:00",,,1,,
"GX590AE","01/31/26 00:00:00",,,,1,,
"GX590AE","05/31/26 00:00:00",,,,1,,
"GX590AE","09/30/26 00:00:00",,,,1,,
"GX590AE","01/31/27 00:00:00",,,,1,,
"GX590AE","05/31/27 00:00:00",,,,1,,
"GX590AE","09/30/27 00:00:00",,,,1,,
"GX590AE","01/31/28 00:00:00",,,,1,,
"GX590AE","05/31/28 00:00:00",,,,1,,
"GX590AE","09/30/28 00:00:00",,,,1,,
"GX590AE","01/31/29 00:00:00",,,,1,,
"GX590AE","05/31/29 00:00:00",,,,1,,
"GX900AE","12/31/54 00:00:00",,,,1,,
"GX900AE","12/31/55 00:00:00",,,,1,,
"GX900AE","12/31/56 00:00:00",,,,1,,
"GX900AE","12/31/57 00:00:00",,,,1,,
"GX900AE","12/31/58 00:00:00",,,,1,,
"GX900AE","12/31/59 00:00:00",,,,1,,
"GX900AE","12/31/60 00:00:00",,,,1,,
"GX900AE","12/31/61 00:00:00",,,,1,,
"GX900AE","12/31/62 00:00:00",,,,1,,
"GX900AE","12/31/63 00:00:00",,,,1,,
"GX900AE","12/31/64 00:00:00",,,,1,,
"GX900AE","12/31/65 00:00:00",,,,1,,
"GX900AE","12/31/66 00:00:00",,,,1,,
"GX900AE","12/31/67 00:00:00",,,,1,,
"GX900AE","12/31/68 00:00:00",,,,1,,
"GX900AE","12/31/69 00:00:00",,,,1,,
"GX900AE","12/31/70 00:00:00",,,,1,,
"GX900AE","12/31/71 00:00:00",,,,1,,
"GX900AE","12/31/72 00:00:00",,,,1,,
"GX900AE","12/31/73 00:00:00",,,,1,,
"GX900AE","12/31/74 00:00:00",,,,1,,
"FN344WD","08/31/41 00:00:00",,,,1,,
"GX924AE","08/31/40 00:00:00",,,,1,,
"GX924AE","12/31/40 00:00:00",,,,1,,
"GX924AE","04/30/41 00:00:00",,,,1,,
"GX924AE","08/31/41 00:00:00",,,,1,,
"GX922AE","12/31/24 00:00:00","02/12/25 00:00:00",,,1,,
"GX922AE","04/30/25 00:00:00","05/09/25 00:00:00",,,1,,
"GX922AE","08/31/25 00:00:00","09/04/25 00:00:00",,,1,,
"GX922AE","12/31/25 00:00:00","01/19/26 00:00:00",,,1,,
"GX922AE","04/30/26 00:00:00",,,,1,,
"GX922AE","08/31/26 00:00:00",,,,1,,
"GX922AE","12/31/26 00:00:00",,,,1,,
"GX922AE","04/30/27 00:00:00",,,,1,,
"HB078MK","02/28/34 00:00:00",,,,1,,
"HB078MK","06/30/34 00:00:00",,,,1,,
"HB078MK","10/31/34 00:00:00",,,,1,,
"HB078MK","02/28/35 00:00:00",,,,1,,
"HB078MK","06/30/35 00:00:00",,,,1,,
"HB078MK","10/31/35 00:00:00",,,,1,,
"FP591RS","10/31/25 00:00:00","11/07/25 00:00:00",,,1,,
"FP591RS","02/28/26 00:00:00",,,,1,,
"FP591RS","06/30/26 00:00:00",,,,1,,
"FP591RS","10/31/26 00:00:00",,,,1,,
"FP591RS","02/28/27 00:00:00",,,,1,,
"FP591RS","06/30/27 00:00:00",,,,1,,
"FP591RS","10/31/27 00:00:00",,,,1,,
"FP591RS","02/29/28 00:00:00",,,,1,,
"FP591RS","06/30/28 00:00:00",,,,1,,
"FP591RS","10/31/28 00:00:00",,,,1,,
"FP591RS","02/28/29 00:00:00",,,,1,,
"FP591RS","06/30/29 00:00:00",,,,1,,
"FP591RS","10/31/29 00:00:00",,,,1,,
"FP591RS","02/28/30 00:00:00",,,,1,,
"FP591RS","06/30/30 00:00:00",,,,1,,
"FP591RS","10/31/30 00:00:00",,,,1,,
"FP591RS","02/28/31 00:00:00",,,,1,,
"GS279GJ","04/30/38 00:00:00",,,,1,,
"GS279GJ","08/31/38 00:00:00",,,,1,,
"GS279GJ","12/31/38 00:00:00",,,,1,,
"GS279GJ","04/30/39 00:00:00",,,,1,,
"GS279GJ","08/31/39 00:00:00",,,,1,,
"GS279GJ","12/31/39 00:00:00",,,,1,,
"GS279GJ","04/30/40 00:00:00",,,,1,,
"GS279GJ","08/31/40 00:00:00",,,,1,,
"GS279GJ","12/31/40 00:00:00",,,,1,,
"GS280GJ","04/30/24 00:00:00","06/27/24 00:00:00",,,1,,
